num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos,grupo,ano,mes
3755575,MG3147006202106,2021-06-04,MG,2021,6,62021,3147006,SEXTA-FEIRA,MANHA,QUEDA,NAO INFORMADO,SEBASTIAO PAES DE ALMEIDA,0,0,VILA MARIANA,0,-17.2337675,-46.8676204,104000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2021,6
3634163,MG3118601202211,2022-11-24,MG,2022,11,112022,3118601,QUINTA-FEIRA,MANHA,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,DIAMANTE,871,32113000,SAO JOAQUIM,0,-19.8828765,-44.0287998,84000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,11
3600664,GO5205109201806,2018-06-23,GO,2018,6,62018,5205109,SABADO,NOITE,DESCONHECIDO,OUTRAS CONDICOES,AVENIDA DOUTOR LAMARTINE PINTO DE AVELAR,0,0,LOTEAMENTO IPANEMA,0,,,185600,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2018,6
6163661,MG3106705202003,2020-03-23,MG,2020,3,32020,3106705,SEGUNDA-FEIRA,TARDE,COLISAO FRONTAL,NAO INFORMADO,BR 262,0,0,,0,,,130000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,3
4429797,MG3118601201806,2018-06-04,MG,2018,6,62018,3118601,SEGUNDA-FEIRA,MANHA,CHOQUE,NAO INFORMADO,ANTONIO CARLOS,0,0,,0,,,80500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,6
5382120,MG3129608202012,2020-12-18,MG,2020,12,122020,3129608,SEXTA-FEIRA,NOITE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,LMG 674,0,0,,57,,,210956,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2020,12
821257,PR4113700202405,2024-05-18,PR,2024,5,52024,4113700,SABADO,MANHA,CHOQUE,DESCONHECIDAS,RUA GUAPORE,286,0,CENTRO,0,,,114500,MUNICIPAL,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,3,3,0,Com Feridos,2024,5
491031,MG3147105201912,2019-12-27,MG,2019,12,122019,3147105,SEXTA-FEIRA,TARDE,COLISAO FRONTAL,NAO INFORMADO,BENEDITO VALADARES,0,0,,0,,,143000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,12
2455373,SP3511102202205,2022-05-26,SP,2022,5,52022,3511102,QUINTA-FEIRA,MANHA,COLISAO LATERAL,CLARO,VICINAL JOSE FERNANDES,1,0,VILA CELSO MOUAD,0,,,114500,NAO INFORMADO,SECA,DESCONHECIDO,TERRA,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2022,5
4263439,GO5218300202002,2020-02-21,GO,2020,2,22020,5218300,SEXTA-FEIRA,NOITE,DESCONHECIDO,OUTRAS CONDICOES,GO 446,0,0,SETOR INDUSTRIAL,0,,,193500,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0,Com Feridos,2020,2
4833013,MG3145208201907,2019-07-27,MG,2019,7,72019,3145208,SABADO,NOITE,COLISAO LATERAL,NAO INFORMADO,,0,0,,0,,,222836,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,7
1622437,ES3205002202405,2024-05-05,ES,2024,5,52024,3205002,DOMINGO,NOITE,COLISAO,NAO INFORMADO,BR 101  ENTRADA DO BAIRRO BOA VISTA I,0,0,BOA VISTA I,0,-20.0650073,-40.1918659,190000,FEDERAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,5
2653283,PA1506203202101,2021-01-01,PA,2021,1,12021,1506203,SEXTA-FEIRA,MANHA,COLISAO,CLARO,,0,0,,40,,,94000,ESTADUAL,SECA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2021,1
3856549,SC4206702202202,2022-02-26,SC,2022,2,22022,4206702,SABADO,NOITE,DESCONHECIDO,NAO INFORMADO,RUA NEREU RAMOS,0,0,,0,,,203000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,2
3642001,SC4205704202106,2021-06-19,SC,2021,6,62021,4205704,SABADO,NOITE,DESCONHECIDO,NAO INFORMADO,RUA DAS CORUJAS,0,0,,0,,,200000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2021,6
4727424,SP3550308202003,2020-03-24,SP,2020,3,32020,3550308,TERCA-FEIRA,MANHA,DESCONHECIDO,DESCONHECIDAS,RUA MIGUEL RODRIGUES BETIM,203,0,CIDADE ADEMAR,0,,,95200,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2020,3
2522065,MS5002704201908,2019-08-12,MS,2019,8,82019,5002704,SEGUNDA-FEIRA,MANHA,NAO INFORMADO,CLARO,CAMPO GRANDE MS  NATALIE WOOD  44  JARDI,0,0,JARDIM CAMPO NOBRE,0,,,102800,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,8
2407297,MG3106200202005,2020-05-08,MG,2020,5,52020,3106200,SEXTA-FEIRA,TARDE,CHOQUE,NAO INFORMADO,OLINTO MEIRELES,0,0,,0,,,142500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2020,5
2238483,MG3142809202408,2024-08-01,MG,2024,8,82024,3142809,QUINTA-FEIRA,MANHA,COLISAO FRONTAL,NAO INFORMADO,BR 153,0,0,,0,-18.7956504,-49.0877273,90000,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,8
3814978,GO5203609201909,2019-09-19,GO,2019,9,92019,5203609,QUINTA-FEIRA,NOITE,DESCONHECIDO,OUTRAS CONDICOES,RUA RUBENS BENTO PONTES,0,0,BAIRRO NAO IDENTIFICADO,0,,,221500,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,9
4899517,MG3105608201801,2018-01-18,MG,2018,1,12018,3105608,QUINTA-FEIRA,MANHA,COLISAO FRONTAL,NAO INFORMADO,DEMETRIO RIBEIRO,0,0,,0,,,113951,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,1
5601464,SP3516200202103,2021-03-10,SP,2021,3,32021,3516200,QUARTA-FEIRA,MADRUGADA,CHOQUE,CLARO,AVENIDA MAJOR ELIAS MOTA,10,0,JARDIM BRASILANDIA,0,,,31800,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,1,0,1,1,0,Com Feridos,2021,3
5876971,MG3125101202011,2020-11-10,MG,2020,11,112020,3125101,TERCA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,DOS PEDROSOS,0,0,,0,,,143802,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2020,11
5111660,RJ3304557202304,2023-04-01,RJ,2023,4,42023,3304557,SABADO,NOITE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,NI,0,0,SANTA CRUZ,0,-0.0,-0.0,210000,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,4
1186641,SC4214805202201,2022-01-13,SC,2022,1,12022,4214805,QUINTA-FEIRA,TARDE,COLISAO,NAO INFORMADO,ESTRADA DA MADEIRA,0,0,,0,,,153000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,1
1420777,SP3550308202211,2022-11-10,SP,2022,11,112022,3550308,QUINTA-FEIRA,TARDE,DESCONHECIDO,CLARO,RUA ITAMONTE,0,0,VILA MEDEIROS,0,-23.4949917,-46.5846887,174300,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2022,11
6618795,PA1501402202208,2022-08-10,PA,2022,8,82022,1501402,QUARTA-FEIRA,MANHA,COLISAO,CLARO,ARTHUR BERNARDES  ROD,0,0,TELEGRAFO,0,,,113000,MUNICIPAL,SECA,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0,Com Feridos,2022,8
4801284,AC1200401202002,2020-02-27,AC,2020,2,22020,1200401,QUINTA-FEIRA,NOITE,COLISAO,CLARO,AV GETULIO VARGAS,0,0,BOSQUE,0,,,230000,NAO INFORMADO,SECA,NAO FOI EM CRUZAMENTO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,2
528335,SC4205407202311,2023-11-16,SC,2023,11,112023,4205407,QUINTA-FEIRA,NOITE,DESCONHECIDO,NAO INFORMADO,AVENIDA RIO BRANCO,0,0,,0,,,191500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,11
3893254,MG3133808202403,2024-03-13,MG,2024,3,32024,3133808,QUARTA-FEIRA,MANHA,QUEDA,NAO INFORMADO,SERJOBES MARINHO,0,0,,0,-20.0461942,-44.5376247,83000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,3
1417986,SC4202909202209,2022-09-16,SC,2022,9,92022,4202909,SEXTA-FEIRA,TARDE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,AVENIDA OTTO RENAUX,0,0,,0,,,141000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,9
2355859,SP3523107202107,2021-07-27,SP,2021,7,72021,3523107,TERCA-FEIRA,TARDE,DESCONHECIDO,DESCONHECIDAS,SP 056,37,0,INDUSTRIAL,37,,,133000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2021,7
1190250,SC4204608201907,2019-07-12,SC,2019,7,72019,4204608,SEXTA-FEIRA,MANHA,DESCONHECIDO,NAO INFORMADO,RUA FREDERICO ZILLI,0,0,,0,,,74200,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,7
2088150,MG3106200202212,2022-12-26,MG,2022,12,122022,3106200,SEGUNDA-FEIRA,NOITE,COLISAO FRONTAL,NAO INFORMADO,SILVIANO BRANDAO,3001,0,HORTO,0,-19.9069547,-43.9113558,193000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,12
2047886,ES3203403201811,2018-11-16,ES,2018,11,112018,3203403,SEXTA-FEIRA,TARDE,COLISAO LATERAL,DESCONHECIDAS,RUA MARIA JOSEFINA DE RESENDE,0,0,SERRA,0,,,142000,NAO INFORMADO,SECA,NAO INFORMADO,PARALELEPIPEDO,NAO INFORMADO,NAO INFORMADO,DUPLA  SEM CICLOVIA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,11
4918656,SP3510302202104,2021-04-11,SP,2021,4,42021,3510302,DOMINGO,NOITE,COLISAO TRANSVERSAL,CLARO,SP 141,13,0,RURAL,13,,,191000,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,1,0,3,3,0,Com Feridos,2021,4
1133626,MS5002704201908,2019-08-10,MS,2019,8,82019,5002704,SABADO,MADRUGADA,NAO INFORMADO,CLARO,CAMPO GRANDE MS  CONSUL ASSAF TRAD  3290,0,0,NOVOS ESTADOS,0,,,24700,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2019,8
429138,SP3525904202403,2024-03-05,SP,2024,3,32024,3525904,TERCA-FEIRA,MANHA,COLISAO LATERAL,CLARO,AVENIDA ALEXANDRE MILANI,1549,0,,0,-23.1382582,-46.8516455,74200,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,NAO INFORMADO,NAO,1,0,0,0,0,Total Geral,2024,3
4946603,MG3106200201807,2018-07-03,MG,2018,7,72018,3106200,TERCA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,SERGIPE,0,0,,0,,,223642,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0,Com Feridos,2018,7
3118627,SC4212254201905,2019-05-30,SC,2019,5,52019,4212254,QUINTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,RUA MAJOR FRANCISCO RIBEIRO MARTINS,0,0,,0,,,90000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,5
5272725,MG3106705202008,2020-08-13,MG,2020,8,82020,3106705,QUINTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,ORQUIDEAS,0,0,,0,,,84550,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0,Com Feridos,2020,8
279063,SC4209300202002,2020-02-27,SC,2020,2,22020,4209300,QUINTA-FEIRA,TARDE,COLISAO,NAO INFORMADO,RUA FREI GABRIEL,0,0,,0,,,151600,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,2
1595510,MG3154606201906,2019-06-26,MG,2019,6,62019,3154606,QUARTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,DENISE CRISTINA DA ROCHA,0,0,,0,,,185103,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,6
2882373,SP3543402202012,2020-12-24,SP,2020,12,122020,3543402,QUINTA-FEIRA,MANHA,COLISAO LATERAL,CLARO,RUA CORONEL AMERICO BATISTA,2910,0,JD JOAQUIM PROCOPIO,0,,,114900,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2020,12
185369,PR4106902201901,2019-01-10,PR,2019,1,12019,4106902,QUINTA-FEIRA,TARDE,COLISAO LATERAL,DESCONHECIDAS,AVENIDA COMENDADOR FRANCO,2535,0,JARDIM DAS AMERICAS,0,,,162500,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,3,3,0,Com Feridos,2019,1
6138437,MG3126752202303,2023-03-28,MG,2023,3,32023,3126752,TERCA-FEIRA,MANHA,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,ESTRADA CORREGO BANANAL  FRANCISCOPOLIS,0,39695000,,0,-17.969278,-41.979722,83000,ESTADUAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,3
1932883,SC4205407202301,2023-01-30,SC,2023,1,12023,4205407,SEGUNDA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,RODOVIA VIRGILIO VARZEA,0,0,,0,,,141000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,1
1593963,SP3532405202111,2021-11-13,SP,2021,11,112021,3532405,SABADO,TARDE,DESCONHECIDO,DESCONHECIDAS,SP 065,50,0,NAZARE PAULISTA,50,,,122930,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2021,11
1095626,SP3530508202211,2022-11-17,SP,2022,11,112022,3530508,QUINTA-FEIRA,TARDE,DESCONHECIDO,DESCONHECIDAS,RUA JOSE ALVES,1000,0,RURAL,0,-21.487828,-47.0032931,124450,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2022,11
2923587,GO5208707202010,2020-10-05,GO,2020,10,102020,5208707,SEGUNDA-FEIRA,NOITE,DESCONHECIDO,OUTRAS CONDICOES,AVENIDA INDEPENDENCIA  CEP 74070-010,0,0,SETOR AEROPORTO,0,,,183300,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2020,10
2597049,MS5002704202207,2022-07-14,MS,2022,7,72022,5002704,QUINTA-FEIRA,MANHA,OUTROS ACIDENTES DE TRANSITO,OUTRAS CONDICOES,,0,0,,0,-0.0,-0.0,105000,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2022,7
3348126,PI2211001202301,2023-01-09,PI,2023,1,12023,2211001,SEGUNDA-FEIRA,TARDE,NAO INFORMADO,NAO INFORMADO,AV. HOMERO CASTELO BRANCO,1082,64050010,JOCKEY,0,-5.0748855,-42.7816469,135000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2023,1
16300,SC4204608202209,2022-09-16,SC,2022,9,92022,4204608,SEXTA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,AVENIDA CENTENARIO,0,0,,0,,,134500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,9
4300228,MG3130507201907,2019-07-09,MG,2019,7,72019,3130507,TERCA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,BOA ESPERANCA,0,0,,0,,,134000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2019,7
6145647,PR4105508202008,2020-08-31,PR,2020,8,82020,4105508,SEGUNDA-FEIRA,NOITE,COLISAO FRONTAL,CLARO,AVENIDA AMERICA,1999,0,ZONA DE ARMAZEM,0,,,210000,MUNICIPAL,SECA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,DESCONHECIDO,40 KMH,SIMPLES  COM CICLOVIA,DESCONHECIDO,DESCONHECIDO,SIM,1,0,1,1,0,Com Feridos,2020,8
2000808,MG3106200201802,2018-02-15,MG,2018,2,22018,3106200,QUINTA-FEIRA,TARDE,CHOQUE,NAO INFORMADO,BELMIRO BRAGA,0,0,,0,,,125000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2018,2
3009730,PR4115200201805,2018-05-07,PR,2018,5,52018,4115200,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,DESCONHECIDAS,AVENIDA GETULIO VARGAS,263,0,CENTRO,0,,,165000,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2018,5
2711672,MG3169307201805,2018-05-15,MG,2018,5,52018,3169307,TERCA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,JOAQUIM SEVERO PIRES,0,0,,0,,,180000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,5
1645871,PR4106902202406,2024-06-28,PR,2024,6,62024,4106902,SEXTA-FEIRA,MANHA,COLISAO LATERAL,DESCONHECIDAS,AVENIDA SANTA BERNADETHE,100,0,PAROLIN,0,,,93000,MUNICIPAL,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2024,6
2902828,SC4205407201810,2018-10-15,SC,2018,10,102018,4205407,SEGUNDA-FEIRA,NOITE,DESCONHECIDO,NAO INFORMADO,RUA FELIPE SCHMIDT,0,0,,0,,,183000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,10
3835944,SP3522208201910,2019-10-21,SP,2019,10,102019,3522208,SEGUNDA-FEIRA,TARDE,DESCONHECIDO,DESCONHECIDAS,RUA BRASIL,0,0,PARQUE PARAISO,0,,,160154,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2019,10
